SACC code(d),Country of birth(d),2004-05,2005-06,2006-07,2007-08,2008-09,2009-10,2010-11,2011-12,2012-13,2013-14,2014-15,2015-16,2016-17,2017-18,2018-19,2019-20,2020-21,2021-22,2022-23(e)
1101,Australia,1320,1400,1420,1560,1650,1690,1410,1750,1600,1450,1500,1730,1720,1750,1720,1930,1160,1230,1110
1102,Norfolk Island(f),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1199,"Aust E T, nec",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1201,New Zealand,240,240,260,290,250,280,330,400,360,220,220,220,220,240,150,130,110,110,230
1301,New Caledonia,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
1302,PNG,50,60,50,70,40,40,40,50,70,60,40,70,50,40,30,30,20,40,60
1303,Solomon Islands,10,0,0,10,10,10,10,10,10,0,10,0,10,10,0,10,0,10,10
1304,Vanuatu,10,10,10,0,0,10,0,10,10,0,10,0,0,0,0,20,10,0,10
1401,Guam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1402,Kiribati,0,0,0,0,10,0,0,0,0,10,0,0,10,10,0,10,0,0,10
1403,Marshall Is,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1404,"Micronesia, F S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1405,Nauru,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1406,N Mariana Is,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1407,Palau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1501,Cook Islands,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,10,0,0,0
1502,Fiji,50,40,30,30,60,60,30,40,40,50,60,40,40,50,50,60,10,80,100
1503,French Poly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1504,Niue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1505,Samoa,10,10,10,10,20,20,20,30,60,30,20,20,40,30,20,30,10,10,30
1506,Samoa American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1507,Tokelau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1508,Tonga,10,20,10,10,10,10,20,20,20,20,10,10,20,30,20,30,10,20,30
1511,Tuvalu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1512,Wallis/Futuna,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1513,Pitcairn Is,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1599,"Polynesia, nec",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1601,Adelie Land,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1602,Argentinian A T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1603,Australian A T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1604,British A T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1605,Chilean A T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1606,Queen Maud Land,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1607,Ross Dependency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,"UK, CIs & IOM",420,460,420,530,560,590,460,850,570,470,380,390,370,310,340,290,150,230,280
2201,Ireland,20,30,30,50,40,50,100,180,70,60,30,30,40,20,30,20,10,10,20
2301,Austria,10,10,10,10,20,10,10,10,0,0,10,10,0,10,0,10,0,0,10
2302,Belgium,0,10,10,10,10,10,10,20,20,10,10,10,10,20,10,10,0,10,10
2303,France,70,70,80,50,80,90,90,80,100,70,70,60,70,80,60,70,40,40,70
2304,Germany,60,90,100,90,70,90,90,80,60,60,80,70,70,80,60,60,20,30,50
2305,Liechtenstein,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2306,Luxembourg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2307,Monaco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2308,Netherlands,20,30,30,40,30,20,40,40,40,30,40,20,30,30,10,30,0,10,20
2311,Switzerland,10,10,20,20,20,10,10,20,10,10,20,10,20,20,20,10,0,10,10
2401,Denmark,0,0,0,10,10,10,10,10,10,0,0,0,10,10,10,0,0,0,0
2402,Faroe Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403,Finland,10,0,10,10,10,20,10,10,10,0,10,20,0,10,10,10,0,10,10
2404,Greenland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2405,Iceland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2406,Norway,10,10,10,10,10,0,10,10,10,0,0,10,10,10,0,0,0,0,0
2407,Sweden,10,20,20,20,10,20,20,20,20,10,20,20,10,10,10,20,0,10,10
2408,Aland Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3101,Andorra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3102,Gibraltar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3103,Holy See,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3104,Italy,20,30,20,30,30,30,30,50,40,40,40,30,40,50,20,40,10,20,30
3105,Malta,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3106,Portugal,0,10,0,10,10,10,10,10,10,10,10,0,10,0,0,10,0,0,10
3107,San Marino,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3108,Spain,10,10,10,20,10,10,10,30,30,10,10,10,20,10,20,10,10,0,20
3201,Albania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3202,Bosnia/Herzegov,10,10,0,10,10,10,0,0,10,10,10,10,0,10,10,10,0,0,0
3203,Bulgaria,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0
3204,Croatia,10,10,10,10,10,10,20,0,10,10,20,10,10,0,0,10,0,0,0
3205,Cyprus,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3206,North Macedonia,20,10,10,20,10,10,10,10,10,10,20,10,10,10,10,10,0,10,10
3207,Greece,10,10,10,10,10,10,20,20,30,30,20,20,10,10,10,20,0,0,10
3208,Moldova,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3211,Romania,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,10,0,0,0
3212,Slovenia,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0
3214,Montenegro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3215,Serbia,10,10,10,10,10,20,10,10,10,10,20,10,10,10,10,10,0,0,10
3216,Kosovo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3301,Belarus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3302,Czechia,0,0,10,10,10,10,10,10,0,10,0,10,10,0,0,10,0,0,10
3303,Estonia,0,0,10,0,0,10,0,0,10,0,0,0,10,0,10,0,0,0,10
3304,Hungary,10,0,0,0,0,0,0,10,10,10,0,10,10,0,0,0,0,0,0
3305,Latvia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3306,Lithuania,0,0,0,0,0,10,0,10,0,10,0,0,0,0,0,10,0,0,0
3307,Poland,10,10,20,20,20,20,20,20,10,20,20,20,20,20,20,20,10,10,20
3308,Russia,20,20,10,30,30,20,20,20,30,30,30,20,20,20,30,30,10,20,30
3311,Slovakia,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3312,Ukraine,10,10,0,10,10,20,10,10,10,10,20,10,10,10,10,0,0,50,30
4101,Algeria,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
4102,Egypt,10,20,20,20,10,10,30,20,30,30,40,30,40,40,40,30,10,50,40
4103,Libya,0,0,0,10,0,20,10,0,0,0,10,0,0,0,10,0,0,0,0
4104,Morocco,0,0,0,0,10,0,0,0,0,0,10,0,10,10,10,0,0,10,0
4105,Sudan,70,30,20,30,20,10,40,10,10,10,10,10,10,20,10,10,10,10,20
4106,Tunisia,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
