SACC code(d),Country of birth(d),2004-05,2005-06,2006-07,2007-08,2008-09,2009-10,2010-11,2011-12,2012-13,2013-14,2014-15,2015-16,2016-17,2017-18,2018-19,2019-20,2020-21,2021-22,2022-23(e)
1101,Australia,2570,2830,2910,2950,3260,2870,2570,2430,2360,2330,2260,2420,2460,2520,2570,3300,1640,1620,1590
1102,Norfolk Island(f),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1199,"Aust E T, nec",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1201,New Zealand,640,670,650,830,760,620,790,880,670,460,370,400,400,390,390,300,200,310,570
1301,New Caledonia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0
1302,PNG,40,50,40,40,50,50,60,40,30,30,40,40,30,30,30,60,10,100,90
1303,Solomon Islands,10,10,10,10,10,0,0,10,10,0,10,0,0,10,10,30,0,20,80
1304,Vanuatu,0,0,0,0,0,10,0,0,10,0,0,0,0,0,20,240,220,80,120
1401,Guam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1402,Kiribati,0,0,0,0,0,0,0,0,0,0,0,0,0,30,10,20,130,100,120
1403,Marshall Is,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1404,"Micronesia, F S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1405,Nauru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
1406,N Mariana Is,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1407,Palau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1501,Cook Islands,10,0,10,10,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0
1502,Fiji,40,50,50,70,80,50,40,60,40,40,40,40,30,50,50,50,10,140,380
1503,French Poly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1504,Niue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1505,Samoa,10,10,10,10,10,10,10,20,10,10,20,20,20,20,20,40,50,10,100
1506,Samoa American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1507,Tokelau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1508,Tonga,10,10,10,10,10,10,20,10,10,10,10,10,10,20,20,50,220,20,60
1511,Tuvalu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1512,Wallis/Futuna,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1513,Pitcairn Is,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
