SACC code(d),Country of birth(d),2004-05,2005-06,2006-07,2007-08,2008-09,2009-10,2010-11,2011-12,2012-13,2013-14,2014-15,2015-16,2016-17,2017-18,2018-19,2019-20,2020-21,2021-22,2022-23(e)
1101,Australia,730,660,640,730,780,620,730,580,580,690,600,680,640,710,730,540,260,500,640
1102,Norfolk Island(f),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1199,"Aust E T, nec",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1201,New Zealand,260,190,240,220,180,250,180,180,230,280,350,360,390,280,240,220,170,160,140
1301,New Caledonia,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0
1302,PNG,20,10,10,20,10,10,0,20,10,10,10,10,20,20,30,30,0,10,20
1303,Solomon Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1304,Vanuatu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,20,130
1401,Guam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1402,Kiribati,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1403,Marshall Is,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1404,"Micronesia, F S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1405,Nauru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1406,N Mariana Is,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1407,Palau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1501,Cook Islands,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
1502,Fiji,30,10,10,10,20,0,10,10,20,10,10,20,20,10,10,50,10,10,30
1503,French Poly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1504,Niue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1505,Samoa,20,10,0,10,10,0,0,0,0,0,0,10,0,10,0,10,0,10,50
1506,Samoa American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1507,Tokelau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1508,Tonga,0,0,0,0,0,0,0,10,0,0,0,10,0,10,10,10,0,10,10
1511,Tuvalu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1512,Wallis/Futuna,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1513,Pitcairn Is,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1599,"Polynesia, nec",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1601,Adelie Land,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1602,Argentinian A T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1603,Australian A T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1604,British A T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1605,Chilean A T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1606,Queen Maud Land,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1607,Ross Dependency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,"UK, CIs & IOM",300,250,260,250,250,310,320,290,320,480,500,450,440,420,370,250,110,150,180
2201,Ireland,30,30,40,40,50,100,110,90,150,260,220,150,150,130,100,50,20,40,10
2301,Austria,10,10,10,10,10,10,20,0,10,0,10,10,0,0,0,0,0,10,10
2302,Belgium,10,10,10,20,20,10,10,10,10,10,10,20,20,20,20,10,10,10,0
2303,France,70,50,40,80,70,100,130,90,90,120,130,140,200,150,130,120,60,40,50
2304,Germany,90,90,100,120,130,110,280,90,100,100,100,170,140,100,100,100,40,50,30
2305,Liechtenstein,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2306,Luxembourg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2307,Monaco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2308,Netherlands,40,20,30,40,40,30,20,20,30,40,50,30,60,40,30,40,10,10,10
2311,Switzerland,20,10,20,20,20,20,10,10,10,10,10,10,20,10,20,10,0,0,10
2401,Denmark,10,20,10,10,20,10,10,10,10,10,10,10,10,0,10,0,0,0,0
2402,Faroe Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403,Finland,0,0,0,10,10,0,0,0,10,10,10,10,10,10,10,10,0,0,0
2404,Greenland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2405,Iceland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2406,Norway,10,10,30,20,10,10,10,0,0,10,10,0,0,10,0,0,0,0,0
2407,Sweden,10,10,10,20,0,20,20,20,10,20,20,10,20,10,10,10,0,0,0
2408,Aland Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3101,Andorra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3102,Gibraltar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3103,Holy See,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3104,Italy,20,20,20,30,30,20,30,20,30,40,60,60,50,40,40,30,20,20,10
3105,Malta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3106,Portugal,10,20,20,10,20,20,20,10,0,0,0,10,10,0,10,0,0,10,10
3107,San Marino,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3108,Spain,20,20,10,10,10,10,10,10,0,10,10,10,10,10,10,10,0,10,10
3201,Albania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3202,Bosnia/Herzegov,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3203,Bulgaria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3204,Croatia,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3205,Cyprus,0,0,10,0,10,0,0,0,0,0,0,10,10,0,0,10,0,0,0
3206,North Macedonia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3207,Greece,20,30,30,60,60,30,30,20,40,50,60,80,90,110,90,80,60,70,50
3208,Moldova,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3211,Romania,0,10,0,10,0,0,0,0,0,0,0,0,0,0,10,10,10,0,0
3212,Slovenia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3214,Montenegro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3215,Serbia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3216,Kosovo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3301,Belarus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3302,Czechia,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0,0,0
3303,Estonia,0,0,0,0,0,20,30,40,40,50,50,50,20,20,20,10,0,0,0
3304,Hungary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3305,Latvia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3306,Lithuania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3307,Poland,10,10,0,10,10,10,10,10,10,10,0,10,10,10,10,10,0,10,10
3308,Russia,0,10,10,10,0,10,10,0,10,10,10,10,0,0,0,10,10,0,0
3311,Slovakia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3312,Ukraine,0,10,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0
4101,Algeria,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4102,Egypt,0,0,0,0,10,0,10,0,0,0,0,0,0,0,10,0,10,0,0
4103,Libya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4104,Morocco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4105,Sudan,0,0,0,10,10,0,0,0,0,0,0,0,10,0,0,10,0,0,0
4106,Tunisia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4107,Western Sahara,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4108,Sp North Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4111,South Sudan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4201,Bahrain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4202,Gaza Str/W Bank,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4203,Iran,0,0,0,0,10,10,0,10,0,30,10,10,10,10,10,10,10,10,10
4204,Iraq,0,0,0,0,0,0,0,10,10,0,0,0,0,10,10,10,0,0,0
4205,Israel,0,0,0,0,0,0,0,0,10,0,10,0,10,10,10,10,10,10,0
4206,Jordan,0,0,0,0,0,10,10,10,0,0,0,0,0,0,0,0,0,0,0
4207,Kuwait,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
4208,Lebanon,0,0,0,0,0,0,0,0,10,0,0,10,10,10,0,0,0,0,10
4211,Oman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4212,Qatar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
4213,Saudi Arabia,0,0,0,0,0,0,0,0,0,10,0,0,10,0,10,0,0,10,0
4214,Syria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4215,Turkey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
4216,Unit Arab Emir,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
4217,Yemen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5101,Myanmar,0,0,0,0,0,0,0,0,0,10,10,10,10,0,0,10,0,0,0
5102,Cambodia,10,0,0,0,10,0,0,0,0,0,0,10,10,10,10,0,0,10,10
5103,Laos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5104,Thailand,30,30,40,30,40,40,40,20,40,30,50,40,60,50,100,40,30,20,40
5105,Vietnam,10,0,10,10,20,20,10,30,20,100,30,50,130,30,60,50,10,50,70
5201,Brunei,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5202,Indonesia,280,570,550,200,90,120,100,130,110,400,90,70,90,90,80,80,40,70,50
5203,Malaysia,40,30,40,40,40,30,50,40,40,40,70,90,50,50,80,40,20,40,40
5204,Philippines,60,140,90,70,140,140,140,110,100,130,110,130,140,160,170,160,60,130,120
5205,Singapore,60,60,70,80,130,110,110,60,130,100,170,90,160,100,120,130,50,110,80
5206,Timor-Leste,30,30,70,30,40,20,20,30,30,20,30,30,20,30,10,10,10,20,30
6101,China,50,50,60,30,30,60,60,50,50,50,100,80,90,130,160,220,80,70,80
6102,Hong Kong,20,10,10,10,0,10,20,30,30,40,60,50,40,30,30,20,0,0,20
6103,Macau,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
6104,Mongolia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6105,Taiwan,10,10,10,20,40,110,130,150,180,260,310,260,160,120,100,60,20,20,20
6201,Japan,50,80,60,50,50,50,20,40,30,40,70,110,110,220,120,70,30,30,20
6202,"Korea, North",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6203,"Korea, South",20,10,20,50,60,90,110,100,110,120,100,70,50,60,70,60,30,20,20
7101,Bangladesh,10,10,10,10,20,20,10,10,0,0,10,10,10,10,10,30,10,10,10
7102,Bhutan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7103,India,20,20,50,50,40,60,70,70,80,100,90,100,100,110,150,130,110,210,210
7104,Maldives,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
