SACC code(d),Country of birth(d),2004-05,2005-06,2006-07,2007-08,2008-09,2009-10,2010-11,2011-12,2012-13,2013-14,2014-15,2015-16,2016-17,2017-18,2018-19,2019-20,2020-21,2021-22,2022-23(e)
1101,Australia,3520,3270,3290,3500,2910,2890,2890,2860,2780,2970,3300,3360,3120,3070,2890,1890,1190,1990,3000
1102,Norfolk Island(f),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1199,"Aust E T, nec",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1201,New Zealand,320,320,330,350,310,320,280,280,330,410,420,410,370,320,340,310,230,200,230
1301,New Caledonia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1302,PNG,20,40,40,30,30,30,60,30,30,10,20,30,20,40,20,30,20,30,20
1303,Solomon Islands,0,0,0,0,10,0,10,10,0,0,10,0,0,0,10,0,10,0,10
1304,Vanuatu,0,10,0,0,0,0,0,10,0,10,0,0,0,0,0,0,40,20,180
1401,Guam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1402,Kiribati,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,10,50
1403,Marshall Is,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1404,"Micronesia, F S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1405,Nauru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1406,N Mariana Is,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1407,Palau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1501,Cook Islands,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10,0,0,0
1502,Fiji,20,10,20,10,10,10,20,10,20,20,10,20,10,20,20,20,0,20,20
1503,French Poly,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
1504,Niue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1505,Samoa,0,10,0,10,0,10,10,10,10,10,10,10,10,10,0,10,10,10,40
1506,Samoa American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1507,Tokelau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1508,Tonga,10,0,10,0,0,0,10,0,10,0,10,0,0,10,10,10,0,10,50
1511,Tuvalu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1512,Wallis/Futuna,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1513,Pitcairn Is,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1599,"Polynesia, nec",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1601,Adelie Land,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1602,Argentinian A T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1603,Australian A T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1604,British A T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1605,Chilean A T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1606,Queen Maud Land,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1607,Ross Dependency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,"UK, CIs & IOM",770,870,810,990,900,950,980,900,850,1050,970,880,810,830,850,590,430,560,570
2201,Ireland,50,60,60,40,40,60,70,70,100,180,130,110,90,60,70,50,40,60,50
2301,Austria,10,20,20,20,20,10,20,10,10,10,10,10,10,10,10,10,10,10,10
2302,Belgium,10,10,10,20,10,10,10,20,10,20,10,20,20,30,30,10,10,10,10
2303,France,50,80,50,60,60,80,100,80,90,90,90,140,120,130,140,140,110,120,60
2304,Germany,100,110,120,190,150,160,130,120,140,170,150,180,160,130,120,110,70,80,90
2305,Liechtenstein,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2306,Luxembourg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2307,Monaco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2308,Netherlands,50,50,50,60,60,70,50,40,40,50,50,50,50,50,50,50,40,40,20
2311,Switzerland,20,30,20,20,30,20,30,30,20,10,20,20,20,30,20,20,10,20,10
2401,Denmark,20,20,10,20,10,20,20,10,20,20,20,10,20,20,30,10,10,10,10
2402,Faroe Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403,Finland,10,10,10,10,10,10,10,10,0,10,10,0,10,10,20,10,10,10,10
2404,Greenland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2405,Iceland,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
2406,Norway,40,60,40,40,30,20,20,10,20,10,10,10,10,10,10,10,0,10,10
2407,Sweden,40,30,20,50,50,30,20,20,30,30,20,40,40,30,20,20,20,10,10
2408,Aland Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3101,Andorra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3102,Gibraltar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3103,Holy See,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3104,Italy,60,70,50,60,70,60,60,50,80,110,100,120,110,120,100,70,40,90,50
3105,Malta,10,0,10,0,10,0,10,10,10,0,0,0,0,0,0,10,0,0,0
3106,Portugal,0,10,10,0,10,10,10,0,0,0,0,10,10,10,0,10,10,10,10
3107,San Marino,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3108,Spain,20,10,20,10,10,20,30,20,40,30,30,40,60,40,70,50,20,20,20
3201,Albania,30,10,10,0,0,0,10,10,10,0,10,20,20,20,30,10,10,10,10
3202,Bosnia/Herzegov,20,20,10,20,20,20,20,20,20,30,20,20,20,20,20,10,10,10,30
3203,Bulgaria,10,0,0,10,10,0,10,10,0,0,10,10,10,0,0,0,0,0,0
3204,Croatia,30,40,30,40,20,20,20,20,20,30,20,30,20,20,10,10,20,30,30
3205,Cyprus,10,10,10,10,10,0,10,10,0,10,0,10,10,10,0,0,0,0,10
3206,North Macedonia,10,10,10,20,10,20,0,10,10,0,10,10,10,10,0,20,10,10,10
3207,Greece,60,60,50,50,30,40,40,30,40,40,40,40,40,30,20,30,20,30,60
3208,Moldova,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3211,Romania,10,20,10,10,20,10,10,10,20,30,10,20,10,10,10,10,10,10,10
3212,Slovenia,0,0,10,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,10
3214,Montenegro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3215,Serbia,10,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,20,10
3216,Kosovo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3301,Belarus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3302,Czechia,10,20,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10
3303,Estonia,0,0,0,0,0,10,10,10,10,20,10,20,10,10,10,10,10,10,0
3304,Hungary,10,10,10,10,10,0,10,10,10,10,10,20,10,20,20,20,10,10,0
3305,Latvia,10,10,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
3306,Lithuania,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
3307,Poland,60,50,40,70,40,50,50,40,50,40,30,40,30,40,30,20,40,40,40
3308,Russia,10,20,20,30,30,20,20,20,20,30,30,30,20,20,30,20,20,10,20
3311,Slovakia,0,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,0,10,0
3312,Ukraine,0,10,10,10,10,10,10,10,10,10,10,20,10,10,20,10,10,10,10
4101,Algeria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4102,Egypt,0,10,10,10,10,20,10,10,10,20,20,10,30,20,10,20,20,10,20
4103,Libya,0,0,0,0,0,0,10,10,10,20,0,10,0,0,0,0,0,0,0
4104,Morocco,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0
4105,Sudan,0,0,10,10,20,20,30,30,20,20,20,20,10,10,20,40,10,20,20
4106,Tunisia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4107,Western Sahara,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4108,Sp North Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4111,South Sudan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
4201,Bahrain,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0
4202,Gaza Str/W Bank,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4203,Iran,50,30,40,40,30,30,30,40,40,80,60,50,60,40,50,50,30,60,50
4204,Iraq,10,20,10,20,20,20,20,40,80,30,20,30,40,40,30,10,30,30,20
4205,Israel,10,10,10,20,10,10,10,10,10,0,20,10,10,10,10,10,10,10,20
4206,Jordan,10,0,10,10,0,0,0,0,10,0,10,10,10,10,10,10,10,10,20
4207,Kuwait,0,0,10,10,10,0,10,10,10,20,20,20,10,10,10,20,10,10,10
4208,Lebanon,20,20,20,20,30,40,20,20,10,20,20,20,20,10,20,10,0,20,20
4211,Oman,0,10,10,20,0,10,10,0,0,10,10,20,20,20,20,60,20,10,0
4212,Qatar,0,0,0,0,10,0,10,0,0,0,0,0,10,0,0,0,0,0,0
